채널ID,등급,상태,평균조회수,최대조회수,평균댓글,최대댓글,평균좋아요,마지막업로드(일전),주당업로드,주소
luvv_dh,A,활성,273859,2128588,924.3,4838,3.0,4.0,0.1,https://www.instagram.com/luvv_dh/
homedy_official,A,활성,270848,2762994,612.8,6685,1109.4,0.2,0.3,https://www.instagram.com/homedy_official/
thecalmmomlife,A,활성,270816,2022218,110.3,328,340.3,2.0,0.2,https://www.instagram.com/thecalmmomlife/
ranzoooo,A,활성,270547,1214130,848.1,6874,1587.4,2.0,0.1,https://www.instagram.com/ranzoooo/
seha_us,A,활성,269984,1380101,914.2,6398,1835.8,9.0,0.3,https://www.instagram.com/seha_us/
soyummy,A,활성,269578,468595,4.2,8,1298.8,0.8,12.0,https://www.instagram.com/soyummy/
yuni_kurasi_yutori,A,활성,269140,1343038,11.8,53,886.2,8.0,1.1,https://www.instagram.com/yuni_kurasi_yutori/
androf.shop,A,활성,262750,1169711,103.2,370,5371.1,2.7,2.5,https://www.instagram.com/androf.shop/
mr.salrim,A,활성,252971,2115280,99.2,838,635.8,10.4,0.4,https://www.instagram.com/mr.salrim/
is_it_real_good,A,활성,251040,1585521,774.1,4165,2708.8,0.0,28.0,https://www.instagram.com/is_it_real_good/
jeju.gajang,A,활성,250364,1022849,39.1,79,2661.4,3.4,0.8,https://www.instagram.com/jeju.gajang/
salim_routine,A,활성,248332,2787084,58.7,541,975.2,1.0,0.5,https://www.instagram.com/salim_routine/
hometip_1,A,저활동(14일+),244030,1820714,829.8,4802,484.5,18.5,0.5,https://www.instagram.com/hometip_1/
return_assi,A,활성,240277,1364973,907.5,8958,1402.2,1.0,0.2,https://www.instagram.com/return_assi/
kabegami_magic,A,활성,237956,535973,22.5,39,1447.5,1.5,0.9,https://www.instagram.com/kabegami_magic/
joomealyee,A,저활동(14일+),237679,1046578,22.8,40,2201.3,18.0,1.0,https://www.instagram.com/joomealyee/
ez_life_living,A,활성,222484,1684859,84.7,456,1480.5,0.2,0.4,https://www.instagram.com/ez_life_living/
nalssin_cook,A,활성,218907,965137,467.5,2493,1262.1,3.0,1.8,https://www.instagram.com/nalssin_cook/
smart.kjubu,A,활성,203416,978632,430.7,2956,1446.0,4.5,1.3,https://www.instagram.com/smart.kjubu/
captainplant38,A,활성,194086,947097,197.6,2139,883.5,3.9,28.0,https://www.instagram.com/captainplant38/
artatelier_lab,A,활성,192047,1166301,260.8,2352,1629.0,0.0,0.3,https://www.instagram.com/artatelier_lab/
kboomii,A,활성,191962,1041677,42.8,181,15019.8,0.8,0.1,https://www.instagram.com/kboomii/
ohoo_house,A,활성,186140,1643615,765.9,6633,3.0,1.4,0.2,https://www.instagram.com/ohoo_house/
home_haruda,A,활성,185633,1933586,617.9,4070,1038.7,1.0,0.3,https://www.instagram.com/home_haruda/
da_da__mom,A,활성,185266,639995,543.6,2033,2021.2,1.5,2.5,https://www.instagram.com/da_da__mom/
simplefty,A,활성,181970,1248251,170.2,590,640.1,1.0,1.2,https://www.instagram.com/simplefty/
simji.eun,A,저활동(14일+),179813,984977,573.8,2893,862.2,47.8,0.1,https://www.instagram.com/simji.eun/
ttri.home,A,활성,176023,820615,295.7,2117,1063.5,5.0,0.2,https://www.instagram.com/ttri.home/
zmfffls10042,A,활성,168798,1975153,28.2,294,759.2,0.5,0.7,https://www.instagram.com/zmfffls10042/
shinzzang_home,A,활성,166429,1936928,18.5,50,281.0,0.1,0.3,https://www.instagram.com/shinzzang_home/
thekwendyhome,A,활성,154897,528705,158.9,391,4706.9,0.8,2.2,https://www.instagram.com/thekwendyhome/
homez.pick,A,저활동(14일+),154682,1835208,507.8,5230,3055.4,59.5,0.5,https://www.instagram.com/homez.pick/
ggomi_pic,A,활성,153340,525008,104.0,936,1293.2,0.0,0.4,https://www.instagram.com/ggomi_pic/
mister_minimalist,A,활성,152753,843765,187.9,307,3970.8,2.0,2.0,https://www.instagram.com/mister_minimalist/
heble_hehe,A,저활동(14일+),150156,417254,22.5,175,807.7,30.0,0.7,https://www.instagram.com/heble_hehe/
seoyoung_very,A,활성,150123,1219554,741.3,5940,164.0,1.0,0.2,https://www.instagram.com/seoyoung_very/
__home.zip,A,저활동(14일+),144886,726189,667.8,4223,750.1,17.0,0.9,https://www.instagram.com/__home.zip/
soul_homebebe,A,활성,142418,1157585,939.0,3491,266.0,0.0,10.5,https://www.instagram.com/soul_homebebe/
houseof_ring,A,저활동(14일+),141802,980275,855.1,4830,975.6,18.2,1.5,https://www.instagram.com/houseof_ring/
1minsnack,A,활성,141004,889055,37.4,265,500.3,2.3,8.4,https://www.instagram.com/1minsnack/
5bok_billion_home,A,활성,137898,484063,826.4,3743,385.7,0.1,1.2,https://www.instagram.com/5bok_billion_home/
is_casa_rtee,A,저활동(14일+),137466,578429,246.1,1617,194.4,19.0,0.1,https://www.instagram.com/is_casa_rtee/
ellys.home,A,활성,133212,994213,620.9,2012,3.0,3.4,0.2,https://www.instagram.com/ellys.home/
217fashion_kr,A,저활동(14일+),132121,1327395,290.1,1808,108.8,18.2,0.5,https://www.instagram.com/217fashion_kr/
chaesoon_home,A,활성,127804,679088,252.4,1690,941.1,2.2,0.2,https://www.instagram.com/chaesoon_home/
miir_home,A,활성,125262,851307,272.3,1459,333.2,0.1,0.1,https://www.instagram.com/miir_home/
samlandreth,A,활성,125121,759691,26.1,110,4376.8,3.7,1.2,https://www.instagram.com/samlandreth/
thesistershoppers,A,활성,124565,1094063,206.8,691,3950.1,1.4,7.6,https://www.instagram.com/thesistershoppers/
sallimtree,A,활성,122020,498798,626.3,3701,528.0,1.2,0.2,https://www.instagram.com/sallimtree/
kkomi.yoon,A,활성,121954,431106,445.5,3490,405.6,3.0,2.0,https://www.instagram.com/kkomi.yoon/
smileful_it,A,활성,121498,1281400,256.8,1117,460.2,0.1,0.4,https://www.instagram.com/smileful_it/
homva_life,A,저활동(14일+),120952,590696,92.3,378,1892.8,38.0,0.5,https://www.instagram.com/homva_life/
2905_home,A,활성,118365,277014,237.2,898,368.5,0.9,1.7,https://www.instagram.com/2905_home/
dalyu_home,A,활성,117832,844844,6.4,35,503.5,13.2,2.0,https://www.instagram.com/dalyu_home/
hongsii_house,A,활성,117349,815512,352.2,2093,6218.0,0.1,16.8,https://www.instagram.com/hongsii_house/
gaeeeeurii,A,활성,117201,278995,125.6,1074,818.8,7.7,0.5,https://www.instagram.com/gaeeeeurii/
decomyhome_official,A,저활동(14일+),112413,654432,621.7,4159,641.0,41.1,1.3,https://www.instagram.com/decomyhome_official/
j_nero_come,A,활성,111080,286063,323.3,1144,3.0,1.2,3.4,https://www.instagram.com/j_nero_come/
un_ni_tip,A,활성,111076,410569,76.9,817,509.1,2.0,12.0,https://www.instagram.com/un_ni_tip/
lifetoktok_home,A,활성,110645,1180087,843.2,7944,1170.7,1.1,0.6,https://www.instagram.com/lifetoktok_home/
templex_10,A,활성,110322,588871,511.1,3318,280.3,0.9,3.4,https://www.instagram.com/templex_10/
lazyrough,A,활성,109590,340812,273.8,1710,219.6,2.3,1.8,https://www.instagram.com/lazyrough/
onuju_gongan,A,활성,109375,594921,601.6,4026,692.6,0.1,0.2,https://www.instagram.com/onuju_gongan/
elmom.home,A,저활동(14일+),108202,1022577,27.3,75,245.5,15.1,0.5,https://www.instagram.com/elmom.home/
feel._.athome,A,활성,107306,421706,729.8,6306,674.7,2.3,0.3,https://www.instagram.com/feel._.athome/
apartment.soo,A,활성,106655,524469,47.2,122,1146.6,0.2,0.2,https://www.instagram.com/apartment.soo/
zipdodam,A,활성,106004,601152,235.2,2576,290.9,1.5,0.7,https://www.instagram.com/zipdodam/
homewithbao,A,활성,105972,392169,48.1,109,9659.9,5.7,0.2,https://www.instagram.com/homewithbao/
salon_unni,A,활성,102461,605425,812.0,5670,1898.2,13.3,1.7,https://www.instagram.com/salon_unni/
apricot_tree11,A,활성,101633,509074,651.9,2746,449.3,0.1,3.4,https://www.instagram.com/apricot_tree11/
berry._.home,A,활성,101273,754340,295.1,2353,144.7,10.4,0.2,https://www.instagram.com/berry._.home/
zippaeng,A,활성,99343,807002,959.6,5828,925.6,4.5,0.6,https://www.instagram.com/zippaeng/
nana_tem0,A,활성,97711,1161411,406.2,4849,341.7,1.1,0.3,https://www.instagram.com/nana_tem0/
iltasalim,A,활성,92117,719319,491.7,3291,691.2,0.1,0.5,https://www.instagram.com/iltasalim/
selly__home,A,활성,91664,539308,495.1,2042,206.2,10.4,1.8,https://www.instagram.com/selly__home/
abi_b00,A,활성,91585,522863,979.9,7766,192.0,0.5,14.0,https://www.instagram.com/abi_b00/
bebe_loah,A,활성,89745,249378,439.6,1869,556.8,0.9,1.2,https://www.instagram.com/bebe_loah/
jaram.zip,A,활성,89147,343580,668.8,5603,533.6,0.7,1.6,https://www.instagram.com/jaram.zip/
hooz_mom,A,활성,89105,572294,620.9,4747,284.9,3.1,0.5,https://www.instagram.com/hooz_mom/
yooswoop,A,활성,86539,318049,717.2,1942,342.1,1.0,1.4,https://www.instagram.com/yooswoop/
hyung_deul_official,A,저활동(14일+),86336,215536,575.8,969,173.6,25.1,2.4,https://www.instagram.com/hyung_deul_official/
jkj780601,A,활성,85682,422696,722.7,7399,351.4,0.0,0.3,https://www.instagram.com/jkj780601/
jidino_salim,A,활성,83610,260488,332.5,1208,395.3,1.1,0.6,https://www.instagram.com/jidino_salim/
home_manual_,A,활성,83047,688035,536.2,2626,966.5,1.4,0.4,https://www.instagram.com/home_manual_/
itemissue1,A,활성,81020,435746,313.9,1548,676.8,1.4,0.9,https://www.instagram.com/itemissue1/
hitchhome__,A,활성,79259,410425,750.1,3766,292.8,5.0,1.1,https://www.instagram.com/hitchhome__/
lowtonehouse,A,저활동(14일+),77869,514873,429.6,2664,704.0,26.1,0.6,https://www.instagram.com/lowtonehouse/
honbap_wang,A,활성,72518,380547,450.4,3188,772.6,3.5,2.3,https://www.instagram.com/honbap_wang/
2floor.home,A,활성,71479,249561,493.8,2605,304.2,2.1,1.0,https://www.instagram.com/2floor.home/
goro_tem,A,저활동(14일+),70984,244501,380.1,2088,201.9,25.0,0.7,https://www.instagram.com/goro_tem/
soomggul_,A,활성,70564,215835,350.9,1440,146.2,0.9,2.5,https://www.instagram.com/soomggul_/
jip.kimi,A,활성,69344,718089,483.8,1727,178.8,2.5,1.7,https://www.instagram.com/jip.kimi/
campdog.5bok.billion,A,활성,69160,456578,385.3,2330,123.2,0.0,0.5,https://www.instagram.com/campdog.5bok.billion/
honeytem_duck,A,활성,68586,815039,519.2,6167,1756.3,0.5,0.4,https://www.instagram.com/honeytem_duck/
curation101,A,활성,68576,394492,446.0,2016,329.3,0.8,1.6,https://www.instagram.com/curation101/
monggle__home,A,활성,66753,243561,720.6,2169,295.7,1.3,2.1,https://www.instagram.com/monggle__home/
kiyomi_sale,A,활성,65607,310029,815.6,4319,557.8,0.2,0.9,https://www.instagram.com/kiyomi_sale/
sallim_gajang,A,활성,63152,279163,765.3,4181,3.0,0.9,1.4,https://www.instagram.com/sallim_gajang/
soyo_tem,A,활성,61108,490049,306.8,2066,213.2,0.9,2.6,https://www.instagram.com/soyo_tem/
tslakr,A,저활동(14일+),60298,315554,323.3,1684,179.2,27.3,3.7,https://www.instagram.com/tslakr/
hidden.item,A,활성,59172,222183,582.8,3907,437.0,0.1,2.5,https://www.instagram.com/hidden.item/
playit_kids,A,활성,58582,404395,589.4,4124,281.9,11.5,6.5,https://www.instagram.com/playit_kids/
nori.dogam,A,활성,58181,627474,834.7,9481,161.1,2.3,5.2,https://www.instagram.com/nori.dogam/
kidsitem.pick,A,활성,55251,253217,656.6,4843,214.0,0.3,2.9,https://www.instagram.com/kidsitem.pick/
salim_1point,A,활성,55221,482472,534.7,2966,220.2,1.0,0.8,https://www.instagram.com/salim_1point/
any._home,A,활성,54704,339912,489.6,5081,156.3,1.4,1.3,https://www.instagram.com/any._home/
honey.house___,A,활성,53684,283766,565.3,6389,325.1,0.1,0.4,https://www.instagram.com/honey.house___/
thiswhybuy,A,활성,52392,329432,504.2,3213,262.4,2.4,0.4,https://www.instagram.com/thiswhybuy/
bee._.hub,A,활성,52255,282020,791.4,7356,196.9,0.9,0.7,https://www.instagram.com/bee._.hub/
temeditor,A,활성,50620,379805,469.3,3222,94.2,6.1,0.4,https://www.instagram.com/temeditor/
camping.code,A,활성,49835,189037,307.2,916,183.4,6.5,6.5,https://www.instagram.com/camping.code/
living_curation026,A,저활동(14일+),48855,532063,657.3,4888,178.1,18.5,0.5,https://www.instagram.com/living_curation026/
julo_mom,A,활성,48798,244418,512.3,4302,143.8,1.0,4.4,https://www.instagram.com/julo_mom/
manypany_life,A,활성,48489,530537,871.2,10110,230.8,3.1,0.6,https://www.instagram.com/manypany_life/
hena_film_vlog,A,활성,45450,188635,765.2,2810,564.1,5.8,0.7,https://www.instagram.com/hena_film_vlog/
salim_peach,A,활성,44459,262069,624.8,2537,157.2,0.4,4.0,https://www.instagram.com/salim_peach/
juu_home_,A,활성,44022,212372,583.2,2406,171.1,2.0,2.3,https://www.instagram.com/juu_home_/
salimking683,A,활성,41291,215388,674.4,4134,199.8,0.2,0.4,https://www.instagram.com/salimking683/
homeboy_appa,A,활성,38614,231853,313.8,1590,101.9,1.9,1.1,https://www.instagram.com/homeboy_appa/
ddosaggi,A,저활동(14일+),38191,431018,590.7,6712,162.3,51.8,1.4,https://www.instagram.com/ddosaggi/
ramisalrim,A,활성,37381,221471,866.8,5585,234.3,0.0,6.5,https://www.instagram.com/ramisalrim/
homes_tips,A,활성,37040,68827,341.4,934,102.7,0.4,16.8,https://www.instagram.com/homes_tips/
homeyion,A,활성,35534,225686,401.6,3868,68.1,2.1,2.4,https://www.instagram.com/homeyion/
sallim_jupjup,A,활성,35337,333646,331.8,3033,217.3,12.0,0.5,https://www.instagram.com/sallim_jupjup/
bin._.boxing,A,저활동(14일+),34052,185447,717.0,3409,160.3,18.2,0.5,https://www.instagram.com/bin._.boxing/
tokky_mom,A,활성,33733,391194,324.2,3813,190.0,3.1,1.8,https://www.instagram.com/tokky_mom/
home_banjang_,A,활성,32713,87447,387.8,1186,193.4,0.1,7.0,https://www.instagram.com/home_banjang_/
yu_na_daily,A,활성,32535,143613,641.1,4372,130.8,0.3,6.0,https://www.instagram.com/yu_na_daily/
harmonyhome_1st,A,활성,32161,295998,375.7,2861,150.3,0.5,1.9,https://www.instagram.com/harmonyhome_1st/
ramensanenggak70,A,활성,29374,211239,399.8,4062,178.8,0.0,5.2,https://www.instagram.com/ramensanenggak70/
cozy.hany,A,활성,29293,182602,679.6,5300,117.7,2.5,1.4,https://www.instagram.com/cozy.hany/
gureum_edit,A,활성,29011,253866,762.3,7379,91.1,0.3,5.6,https://www.instagram.com/gureum_edit/
ganaeun_tem,A,활성,27969,297473,741.6,7845,102.5,1.0,2.2,https://www.instagram.com/ganaeun_tem/
pickof.j,A,활성,27871,161715,367.6,2002,97.5,0.1,0.5,https://www.instagram.com/pickof.j/
sinbi___s,A,활성,27804,190815,370.6,2057,222.6,0.4,0.6,https://www.instagram.com/sinbi___s/
kkumi_tem,A,활성,25592,239904,345.8,2728,119.8,0.5,0.6,https://www.instagram.com/kkumi_tem/
sallim_gonggan,A,활성,24923,95639,461.8,1750,180.7,1.1,2.6,https://www.instagram.com/sallim_gonggan/
yorijori.toktok,A,활성,24342,125866,401.8,1575,205.2,5.9,3.5,https://www.instagram.com/yorijori.toktok/
homesweet_tem,A,활성,24250,119316,501.1,4941,81.6,0.0,0.7,https://www.instagram.com/homesweet_tem/
hotclick_pick,A,활성,24001,277355,420.3,4842,159.3,3.0,0.7,https://www.instagram.com/hotclick_pick/
living_note_tip,A,활성,23118,95543,372.8,1749,152.8,1.1,14.0,https://www.instagram.com/living_note_tip/
ch_sang826,A,활성,21702,247107,558.8,6303,170.0,7.4,0.8,https://www.instagram.com/ch_sang826/
dayzarkive,A,저활동(14일+),20660,45799,548.8,1390,75.2,47.1,2.4,https://www.instagram.com/dayzarkive/
maison.rola,A,활성,20658,171262,305.9,1414,155.6,0.5,3.1,https://www.instagram.com/maison.rola/
yeon2home_tem,A,저활동(14일+),20113,203312,318.2,3477,44.2,18.5,3.2,https://www.instagram.com/yeon2home_tem/
mamazpick,A,활성,19892,145520,912.4,9455,236.8,1.5,0.4,https://www.instagram.com/mamazpick/
home.pamine,A,활성,19512,144014,330.9,2478,231.2,4.5,4.0,https://www.instagram.com/home.pamine/
official._.norunja,A,활성,18179,182263,654.7,7403,97.2,1.2,0.7,https://www.instagram.com/official._.norunja/
salimmoire,A,활성,17992,119001,369.8,1624,65.8,2.4,4.2,https://www.instagram.com/salimmoire/
ari_home_oo,A,활성,17808,208494,411.4,4843,115.8,0.9,1.3,https://www.instagram.com/ari_home_oo/
mybb_pick,A,저활동(14일+),17323,113411,428.7,4402,114.9,48.0,2.3,https://www.instagram.com/mybb_pick/
_bonihome__,A,활성,17249,51881,383.3,1704,93.1,1.3,3.1,https://www.instagram.com/_bonihome__/
mamabear.kr,A,활성,16171,79814,487.2,2766,78.8,1.1,8.4,https://www.instagram.com/mamabear.kr/
momssok.tem,A,저활동(14일+),16111,180528,339.5,3497,128.6,32.5,0.6,https://www.instagram.com/momssok.tem/
cozy_homezz,A,활성,15731,41891,383.1,1284,109.5,9.5,1.2,https://www.instagram.com/cozy_homezz/
yeji._.home,A,활성,15565,119660,342.7,1464,87.7,0.5,7.6,https://www.instagram.com/yeji._.home/
min_diary90,A,활성,14600,63619,306.4,1679,48.2,1.1,21.0,https://www.instagram.com/min_diary90/
kimzzi_tem,A,활성,14283,34965,602.3,1797,129.7,12.5,7.6,https://www.instagram.com/kimzzi_tem/
half.worker,A,활성,11206,73214,459.5,3884,99.5,2.1,7.0,https://www.instagram.com/half.worker/
salim._.raccoon,A,활성,10806,88909,490.2,4150,87.2,2.1,0.8,https://www.instagram.com/salim._.raccoon/
insight.salim,A,활성,10789,101527,624.7,6575,129.3,0.5,0.5,https://www.instagram.com/insight.salim/
roy.mom_,A,활성,10770,36479,545.0,2009,91.2,0.0,16.8,https://www.instagram.com/roy.mom_/
jjun2_mam,B,활성,94042,378449,48.8,119,178.8,3.3,0.2,https://www.instagram.com/jjun2_mam/
kidscleancar.official,B,저활동(14일+),93556,576781,187.3,1765,1013.3,49.4,0.1,https://www.instagram.com/kidscleancar.official/
mari__ettle,B,활성,91621,341793,222.8,2163,226.8,0.3,2.3,https://www.instagram.com/mari__ettle/
la_ribo_home,B,활성,85045,302430,111.1,478,205.8,1.4,3.0,https://www.instagram.com/la_ribo_home/
xusink135,B,활성,84985,391364,43.3,372,424.1,0.2,14.0,https://www.instagram.com/xusink135/
jipsoon_kitchen,B,활성,84333,247322,59.1,571,3.0,0.0,28.0,https://www.instagram.com/jipsoon_kitchen/
hhh___j_y,B,활성,82161,417789,255.2,1312,907.3,0.3,10.5,https://www.instagram.com/hhh___j_y/
hebertjayda778506,B,활성,77020,189727,14.0,110,439.8,2.2,28.0,https://www.instagram.com/hebertjayda778506/
engji.pick,B,활성,76748,405555,247.6,1410,738.2,0.4,7.6,https://www.instagram.com/engji.pick/
gamsung_salim7,B,활성,75275,424989,116.2,819,1777.2,1.4,0.4,https://www.instagram.com/gamsung_salim7/
today_dc,B,활성,75093,536871,282.1,1650,264.5,1.4,0.4,https://www.instagram.com/today_dc/
sso_so_dam,B,활성,73220,539710,58.9,277,567.8,3.0,1.8,https://www.instagram.com/sso_so_dam/
rosa_sallim,B,활성,71496,437254,126.4,418,216.5,1.4,2.3,https://www.instagram.com/rosa_sallim/
home.change_moment,B,활성,67792,556106,180.4,1144,145.6,0.1,14.0,https://www.instagram.com/home.change_moment/
kkultem_charge,B,활성,67701,552649,186.8,1660,563.7,4.0,0.5,https://www.instagram.com/kkultem_charge/
tembourine,B,활성,67031,705054,143.0,1557,119.5,5.1,0.7,https://www.instagram.com/tembourine/
o.laple,B,활성,65949,390610,79.8,442,78.8,0.2,0.2,https://www.instagram.com/o.laple/
soul_pr0vider,B,활성,64515,366214,49.2,105,310.5,2.0,0.3,https://www.instagram.com/soul_pr0vider/
salim_n_life,B,활성,64388,378972,56.1,357,144.9,0.9,0.4,https://www.instagram.com/salim_n_life/
pudding_pick,B,활성,61277,298724,32.8,105,287.4,0.5,1.3,https://www.instagram.com/pudding_pick/
pickzip000,B,활성,59570,704506,183.6,2043,250.2,0.4,3.1,https://www.instagram.com/pickzip000/
infpreview,B,활성,59552,473242,18.7,114,614.9,1.9,1.3,https://www.instagram.com/infpreview/
lulupick_365,B,저활동(14일+),58893,473317,298.1,2182,444.1,33.5,0.5,https://www.instagram.com/lulupick_365/
1min_lo,B,활성,58438,662744,178.3,1787,110.1,0.1,16.8,https://www.instagram.com/1min_lo/
yunan_tem,B,활성,56614,211384,260.8,2205,56.8,0.4,0.8,https://www.instagram.com/yunan_tem/
living.pick7,B,활성,56336,359480,103.2,471,112.3,0.2,16.8,https://www.instagram.com/living.pick7/
tour.toctoc,B,활성,55977,296940,27.5,267,381.2,2.1,0.3,https://www.instagram.com/tour.toctoc/
clark.reviews,B,활성,54766,282705,61.4,182,222.3,1.8,0.7,https://www.instagram.com/clark.reviews/
salroom_store,B,활성,53504,378751,102.8,614,148.0,0.2,7.6,https://www.instagram.com/salroom_store/
truecook_official,B,활성,52377,217002,17.8,85,236.6,2.2,0.2,https://www.instagram.com/truecook_official/
muhan_.shop,B,활성,52057,192876,11.2,57,131.7,0.4,7.6,https://www.instagram.com/muhan_.shop/
salim_gak,B,활성,50066,487465,241.3,1549,171.7,2.2,0.4,https://www.instagram.com/salim_gak/
leaslimani.decoration,B,활성,49707,145356,116.6,654,701.4,2.7,1.4,https://www.instagram.com/leaslimani.decoration/
ju._.blue,B,활성,48951,282377,40.6,89,455.4,0.1,1.4,https://www.instagram.com/ju._.blue/
soso_home_,B,활성,47527,131107,229.9,882,108.7,0.0,2.0,https://www.instagram.com/soso_home_/
com_salim,B,저활동(14일+),45235,514980,24.7,85,338.8,30.0,2.0,https://www.instagram.com/com_salim/
pick.dori,B,활성,44995,529262,216.2,2408,59.3,0.3,3.8,https://www.instagram.com/pick.dori/
living_flex,B,활성,44460,523592,108.9,1291,89.6,2.9,0.4,https://www.instagram.com/living_flex/
camping.log_,B,활성,43983,284331,206.7,1527,268.4,4.4,1.3,https://www.instagram.com/camping.log_/
songsonghomes,B,활성,43197,309182,136.9,1006,132.2,0.5,8.4,https://www.instagram.com/songsonghomes/
icantaffordthisbutmaybeshecan,B,활성,42357,228421,10.2,74,1518.2,8.9,0.2,https://www.instagram.com/icantaffordthisbutmaybeshecan/
by.rian.salim,B,활성,41314,483367,22.8,45,179.6,0.1,1.8,https://www.instagram.com/by.rian.salim/
misso_review,B,활성,41055,233615,129.6,746,133.7,3.0,0.4,https://www.instagram.com/misso_review/
manggu_pick,B,활성,40970,238892,118.2,812,172.4,0.3,3.8,https://www.instagram.com/manggu_pick/
oneultoy,B,저활동(14일+),40689,437441,257.8,2768,131.2,16.5,4.4,https://www.instagram.com/oneultoy/
livingdaum,B,저활동(14일+),40516,119488,24.2,72,133.5,18.1,4.0,https://www.instagram.com/livingdaum/
kiikiifit,B,활성,39959,167548,33.9,138,226.2,0.1,7.0,https://www.instagram.com/kiikiifit/
wiebkelea,B,활성,39189,100715,54.0,78,1776.7,0.1,1.5,https://www.instagram.com/wiebkelea/
salrim_studio,B,활성,38997,118661,99.4,606,186.0,1.0,1.1,https://www.instagram.com/salrim_studio/
inheay_home,B,활성,38276,199013,288.8,1794,78.2,1.5,14.0,https://www.instagram.com/inheay_home/
alsaltem1,B,활성,36200,236706,91.6,765,194.8,3.3,5.6,https://www.instagram.com/alsaltem1/
naebab.1000,B,활성,35535,134615,134.4,463,440.2,2.1,6.0,https://www.instagram.com/naebab.1000/
zabi_pick,B,활성,34693,266204,106.2,954,65.3,0.5,12.0,https://www.instagram.com/zabi_pick/
dansunhyun,B,활성,34342,90078,143.8,428,98.4,1.0,4.2,https://www.instagram.com/dansunhyun/
bbg.meng,B,활성,33373,214105,0.6,4,130.0,9.3,3.5,https://www.instagram.com/bbg.meng/
alchan_cam,B,활성,32935,288452,130.2,971,79.7,1.0,7.6,https://www.instagram.com/alchan_cam/
how_z_life_,B,활성,31469,333331,258.8,2871,49.2,1.3,2.8,https://www.instagram.com/how_z_life_/
sanunnak_,B,활성,31457,151825,133.2,1140,118.8,7.0,0.9,https://www.instagram.com/sanunnak_/
eoni.daily,B,활성,31006,261427,282.0,2300,438.6,0.5,1.2,https://www.instagram.com/eoni.daily/
hey_jeongmom,B,활성,30399,225129,268.2,1867,70.7,0.4,4.7,https://www.instagram.com/hey_jeongmom/
jjinhomeitem,B,활성,27916,114559,180.6,948,98.4,2.0,4.4,https://www.instagram.com/jjinhomeitem/
gajigaji_house,B,활성,26878,74988,211.2,698,82.8,8.3,2.6,https://www.instagram.com/gajigaji_house/
sallimsal_2,B,활성,26092,269238,169.4,1759,90.6,0.2,0.4,https://www.instagram.com/sallimsal_2/
soo_bin_home,B,저활동(14일+),26052,119745,104.6,425,61.6,22.0,2.9,https://www.instagram.com/soo_bin_home/
cuteeeefox,B,저활동(14일+),26027,145998,180.2,1937,89.0,29.9,1.5,https://www.instagram.com/cuteeeefox/
borine_home,B,활성,25878,159948,190.5,1300,93.4,0.1,1.1,https://www.instagram.com/borine_home/
me_in_uuu,B,활성,24272,152386,207.4,1501,78.8,2.0,5.2,https://www.instagram.com/me_in_uuu/
pick_.tem,B,활성,23710,143764,220.5,1539,156.6,0.0,0.5,https://www.instagram.com/pick_.tem/
mumu_home_,B,활성,23331,105584,143.5,408,41.9,0.2,7.0,https://www.instagram.com/mumu_home_/
lightshop_jgj,B,저활동(14일+),22847,66511,102.4,753,172.2,41.0,0.5,https://www.instagram.com/lightshop_jgj/
salimkkuni,B,활성,22615,131582,227.4,1423,56.8,1.3,2.1,https://www.instagram.com/salimkkuni/
seoa.home_,B,활성,21679,207632,261.0,2026,55.1,0.3,14.0,https://www.instagram.com/seoa.home_/
minchelin_guide__,B,활성,21553,76722,191.5,543,125.8,0.0,7.6,https://www.instagram.com/minchelin_guide__/
pirpir_officiai,B,저활동(14일+),21138,159300,255.4,2562,125.4,26.2,0.4,https://www.instagram.com/pirpir_officiai/
moonzigi_zip,B,저활동(14일+),19635,105083,144.2,1385,89.7,24.0,0.6,https://www.instagram.com/moonzigi_zip/
a_home84,B,활성,19179,45604,117.5,514,29.8,3.4,3.7,https://www.instagram.com/a_home84/
danjeong_salim,B,활성,18895,153385,279.7,2972,101.1,0.5,4.2,https://www.instagram.com/danjeong_salim/
ddok._sori,B,활성,18273,176016,148.0,1587,100.9,0.3,3.1,https://www.instagram.com/ddok._sori/
7sosoyoung8,B,활성,17373,106069,101.8,189,226.8,0.5,1.1,https://www.instagram.com/7sosoyoung8/
lemonbasket.kr,B,활성,16981,41775,249.9,1136,3.0,2.4,12.0,https://www.instagram.com/lemonbasket.kr/
home.sential,B,활성,16868,88430,197.4,1518,85.8,0.5,0.4,https://www.instagram.com/home.sential/
ggultem.here,B,활성,16689,105314,249.6,1809,78.6,0.1,7.6,https://www.instagram.com/ggultem.here/
living.dayday,B,저활동(14일+),16388,106401,113.3,850,57.4,55.0,1.1,https://www.instagram.com/living.dayday/
ziptem.note,B,활성,16109,122983,287.2,2564,99.8,0.3,2.2,https://www.instagram.com/ziptem.note/
hello_rouny,B,활성,15772,139669,153.1,1258,69.8,0.5,6.5,https://www.instagram.com/hello_rouny/
miniminhee_home,B,활성,15214,147920,152.2,1601,78.3,2.1,0.9,https://www.instagram.com/miniminhee_home/
mas._.everyday,B,저활동(14일+),14978,152862,236.6,2727,46.4,17.5,1.6,https://www.instagram.com/mas._.everyday/
